state_slug,state_name,year,quarter,quarter_start_date,registered_count,source_file
bihar,Bihar,2020,4,2020-10-01,13128377,data/aggregated/user/country/india/state/bihar/2020/4.json
bihar,Bihar,2021,1,2021-01-01,14274751,data/aggregated/user/country/india/state/bihar/2021/1.json
bihar,Bihar,2021,2,2021-04-01,15401467,data/aggregated/user/country/india/state/bihar/2021/2.json
bihar,Bihar,2021,3,2021-07-01,16692841,data/aggregated/user/country/india/state/bihar/2021/3.json
bihar,Bihar,2021,4,2021-10-01,17989043,data/aggregated/user/country/india/state/bihar/2021/4.json
bihar,Bihar,2022,1,2022-01-01,19351497,data/aggregated/user/country/india/state/bihar/2022/1.json
bihar,Bihar,2022,2,2022-04-01,20671708,data/aggregated/user/country/india/state/bihar/2022/2.json
bihar,Bihar,2022,3,2022-07-01,22066926,data/aggregated/user/country/india/state/bihar/2022/3.json
bihar,Bihar,2022,4,2022-10-01,23466284,data/aggregated/user/country/india/state/bihar/2022/4.json
bihar,Bihar,2023,1,2023-01-01,24855994,data/aggregated/user/country/india/state/bihar/2023/1.json
bihar,Bihar,2023,2,2023-04-01,26174400,data/aggregated/user/country/india/state/bihar/2023/2.json
bihar,Bihar,2023,3,2023-07-01,27578408,data/aggregated/user/country/india/state/bihar/2023/3.json
bihar,Bihar,2023,4,2023-10-01,29113524,data/aggregated/user/country/india/state/bihar/2023/4.json
bihar,Bihar,2024,1,2024-01-01,30849769,data/aggregated/user/country/india/state/bihar/2024/1.json
bihar,Bihar,2024,2,2024-04-01,32631512,data/aggregated/user/country/india/state/bihar/2024/2.json
bihar,Bihar,2024,3,2024-07-01,34194093,data/aggregated/user/country/india/state/bihar/2024/3.json
bihar,Bihar,2024,4,2024-10-01,35663071,data/aggregated/user/country/india/state/bihar/2024/4.json
bihar,Bihar,2025,1,2025-01-01,37257833,data/aggregated/user/country/india/state/bihar/2025/1.json
bihar,Bihar,2025,2,2025-04-01,38792069,data/aggregated/user/country/india/state/bihar/2025/2.json
bihar,Bihar,2025,3,2025-07-01,40492727,data/aggregated/user/country/india/state/bihar/2025/3.json
bihar,Bihar,2025,4,2025-10-01,42344157,data/aggregated/user/country/india/state/bihar/2025/4.json
bihar,Bihar,2026,1,2026-01-01,43855409,data/aggregated/user/country/india/state/bihar/2026/1.json
bihar,Bihar,2026,2,2026-04-01,44813491,data/aggregated/user/country/india/state/bihar/2026/2.json
chandigarh,Chandigarh,2018,1,2018-01-01,84504,data/aggregated/user/country/india/state/chandigarh/2018/1.json
chandigarh,Chandigarh,2018,2,2018-04-01,113150,data/aggregated/user/country/india/state/chandigarh/2018/2.json
chandigarh,Chandigarh,2018,3,2018-07-01,141119,data/aggregated/user/country/india/state/chandigarh/2018/3.json
